id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,eventDate2,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,locationID,continent,waterBody,islandGroup,island,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,sourcePrimaryKey-dbpk,collID,recordID,references
942671,RSA,POM,,PreservedSpecimen,6d4e22e3-9e71-41cc-9204-0a036cadad66,,POM accession: 293205,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,Lyman Benson,,11728,5/21/45,,1945,5,21,141,,,,California chaparral.,,,,,,,,herbariumSpecimenDuplicate: https://www.cch2.org/portal/collections/individual/index.php?guid=fc2b8820-1a5d-11e3-b49f-525400a0a001,,,flowers & fruits,Cultivated,,,,,herbarium sheet,,,,,,United States,California,Los Angeles,,Claremont: Indian Hill. Pacific Slope Drainage Area.,,0,,34.115,-117.7133333,NAD83,400,,,TOPO!,,"Latitude was missing the degree, I added the 34d. Mapps correctly, in the Garden, Indian Hill is actual hill, not the street]; <1/4 section (appx. <400 M); <1/4 section (appx. <400 M)",396,,,,,1300ft.,,,T. Kim Nguyen; cataloged date: 2007-09-21,6d4e22e3-9e71-41cc-9204-0a036cadad66,17,35094aa1-1d32-46f7-a81a-9cdf7f61fe99,https://www.cch2.org/portal/collections/individual/index.php?occid=942671
1132499,RSA,RSA,,PreservedSpecimen,c7cfbe27-6cb1-4d95-aaf7-c862f7781129,,RSA accession: 431492,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,N. C. Cooper,,2214,5/1/45,,1945,5,1,121,,,,roadside ditch,,Flowers white,,,,,,,,,flowers & fruits,Cultivated,,,,,herbarium sheet,,,,,,United States,California,Los Angeles,,"Tapia Park area, Santa Monica Mountains.",,0,,,,,,,,,,,305,,,,,1000ft.,,,T. Kim Nguyen; cataloged date: 2007-09-21,c7cfbe27-6cb1-4d95-aaf7-c862f7781129,17,8e475ce0-7e6c-4d8d-9c6e-7f986dde8067,https://www.cch2.org/portal/collections/individual/index.php?occid=1132499
2324177,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:74208,74208,urn:catalog:CAS:DS:312810,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,Species,Ihsan A. Al-Shehbaz,2010-01,,,,,,"Kolts, Barbara",,s.n.,7/27/46,,1946,7,27,208,,27-Jul-46,,Dry fields.,,,,,,,,,,,,,,,,,,,North America,,,,United States,California,Santa Clara County,,Around Stanford.,,0,,,,,,,,,,,,,,,,,,en,,urn:catalog:CAS:BOT-BC:74208,1,2235d4fb-1d1a-418d-afb0-e33640f47f53,https://www.cch2.org/portal/collections/individual/index.php?occid=2324177
659987,RSA,RSA,,PreservedSpecimen,0a9d4c84-7466-42dc-8c59-8f06a2ca1b44,,RSA accession: 43502,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,Species,,,,,,,,H. M. Pollard,,s.n.,2/16/47,,1947,2,16,47,,,,,,,,,,,,,,,flowers & fruits,Introduced,,,,,herbarium sheet,,,,,,United States,California,Ventura,,Fairview Road.,,0,,34.45828,-119.26906,WGS84,1207,Rancho Santa Ana: 2007-2009 CCH GBIF georeferencing grant,,CCH GBIF georeference,,Mon Dec 26 13:37:13 2011; georef from 2006-2015 archive backup file,,,,,,,,,T. Kim Nguyen; cataloged date: 2007-09-19,0a9d4c84-7466-42dc-8c59-8f06a2ca1b44,17,3b68855f-72da-4a28-b464-9dfb0298b09a,https://www.cch2.org/portal/collections/individual/index.php?occid=659987
2288810,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:74216,74216,urn:catalog:CAS:BOT:336657,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,Species,Ihsan A. Al-Shehbaz,2010-01,,,,,,"Pollard, Henry M.",,s.n.,2/16/47,,1947,2,16,47,,"Feb. 16, 1947",,,,,,,,,,,,,,,,,,,,,North America,,,,United States,California,Ventura County,,Ventura River Basin. Fairview Road.,,0,,,,,,,,,,,,,,,,,,en,,urn:catalog:CAS:BOT-BC:74216,1,3c6a9d7f-e5ac-4a72-adad-ff7f31a3099c,https://www.cch2.org/portal/collections/individual/index.php?occid=2288810
47113,SBBG,,,PreservedSpecimen,1cfccead-16c2-46a7-8300-807381b4bae1,SBBG213834,SBBG_old: 25547,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,Dara Emery,,,4/4/47,,1947,4,4,94,,4/4/47,,,,,,,,,,,,,Flowers Present; Fruit Present,,,,,,,,,,,,United States,California,Los Angeles,,San Fernando Valley,,0,,,,NULL,30000,DHWilken,,GeoLocate,,ER > 30 km; too vague to georeference,,,,,,,,,,,16,ae63514d-1f52-4bb2-9b1e-b7ca4d633aa8,https://www.cch2.org/portal/collections/individual/index.php?occid=47113
1368004,DAV,,,PreservedSpecimen,74da8b2e-fbaa-4675-9808-a78d2a94750e,DAV310414,Accession #: DAV9634,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,Chas. Heiser,,s.n.,3/7/47,,1947,3,7,66,,7-Mar-47,Access Database Number (Deprecated): UCD115179,,,"Growing in an old garden. ""Garden Radish""",,,,,,,,,,,,,,,,,,,,,United States,California,Yolo,,Yolo County: Davis.,,0,,38.553154,-121.751816,WGS84,3553,cwalden (2020-03-20 16:17:09),,georef batch tool 2020-03-20,reviewed - high confidence,,,,,,,,,,,UCD115179,39,74da8b2e-fbaa-4675-9808-a78d2a94750e,https://www.cch2.org/portal/collections/individual/index.php?occid=1368004
4191626,OSC,V,,PreservedSpecimen,{17F6D85A-35A0-4D28-BBBC-27081F3D4B34},,WILLU26399,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,"Al-Shehbaz, I.",2016,,,,,,Morton E. Peck,M.E. Peck,24192,6/30/47,,1947,6,30,181,,6/30/47,,high beach.,,,,,,,,,,,flowering and fruiting,,,,,,,,,,,,United States,Oregon,Tillamook,,Garibaldi.,,0,,45.56,-123.9097,,402,[automated process-OregonFlora/OSU Herb],OregonFlora 1994-2020 methodology,"OrlookId: 82791, StateProvince: Oregon, County: Tillamook, LocName: Garibaldi",,,,,,,,,,,,654795,81,36361b6d-3dc4-4252-afb2-93e1aea37e18,https://www.cch2.org/portal/collections/individual/index.php?occid=4191626
304543,UCSB,,,PreservedSpecimen,fc2b37d0-1a5d-11e3-b49f-525400a0a001,UCSB032009,2431,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,"Kamb, Peter",,760,2/1/48,,1948,2,1,32,,,,Damp roadside ditch; Upper Sonoran Zone,,,,,,,,,,,,,,,,,Sheet - 1,,,,,,United States,California,Riverside,,"Valley in the Jurupa Mts. west of Colton, San Bernardino/Riverside County",,0,,34.03,-117.416,NAD27,5000,UCRiverside A,,CCH GBIF georeference (copied from UCD56268),,Sun Mar 2 21:11:46 2014,,,,,,,,,preprocessed,,35,ecfc5503-93c4-48d4-8343-95b0da04051e,https://www.cch2.org/portal/collections/individual/index.php?occid=304543
911854,RSA,RSA,,PreservedSpecimen,5e8d80e1-dac2-4083-81f7-035ecf1069b9,,RSA accession: 651170,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,Norman Willis,,s.n.,2/8/48,,1948,2,8,39,,,,,,,,,,,,,,,flowers,Introduced,,,,,herbarium sheet,,,,,,United States,California,Orange,,2 miles E of Orange.,,0,,33.7877,-117.79344,WGS84,804,Rancho Santa Ana: 2007-2009 CCH GBIF georeferencing grant,,CCH GBIF georeference,,Mon Dec 26 13:37:13 2011; georef from 2006-2015 archive backup file,61,,,,,200ft.,,,cataloged date: 2001-01-24,5e8d80e1-dac2-4083-81f7-035ecf1069b9,17,7cf07518-33a8-4e0f-a929-c8901529adc5,https://www.cch2.org/portal/collections/individual/index.php?occid=911854
1005302,RSA,RSA,,PreservedSpecimen,8aed2e0b-d33c-40dd-a1c2-1f0534970472,,RSA accession: 651175,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,Phil Goodwin,,s.n.,2/6/48,,1948,2,6,37,,,,,,Wild Radish,,,,,,,,,flowers & fruits,Introduced,,,,,herbarium sheet,,,,,,United States,California,Riverside,,"Found in orange grove, 3 mi. north of Orange.",,0,,33.81909,-117.85172,WGS84,3886,UCRiverside A,,GoogleMaps via BerkeleyMapper,,Wed Mar 26 20:47:35 2014; georef from 2006-2015 archive backup file,,,,,,300ft.,,,cataloged date: 2001-01-17,8aed2e0b-d33c-40dd-a1c2-1f0534970472,17,3b702fc8-1c5c-445b-b34a-50e666f5199a,https://www.cch2.org/portal/collections/individual/index.php?occid=1005302
1104772,RSA,POM,,PreservedSpecimen,ba827467-4c98-4c72-a3c2-0c2170b30ab8,,POM accession: 293233,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,Orlando Mistretta,2006-05,,,,,,Lyman Benson,,12857,3/27/48,,1948,3,27,87,,,,,,"Sandy loam, south slope.",,,,,,,,,flowers,Introduced,,,,,herbarium sheet,,,,,,United States,California,Los Angeles,,Claremont.,,0,,,,,,,,,,,366,,,,,1200ft.,,,Naomi S. Fraga; cataloged date: 2001-11-15,ba827467-4c98-4c72-a3c2-0c2170b30ab8,17,b8445727-f4ac-4888-865f-2cbbffc1105c,https://www.cch2.org/portal/collections/individual/index.php?occid=1104772
1213435,RSA,RSA,,PreservedSpecimen,ee74db64-f6e9-4378-b14f-8d576717418e,,RSA accession: 651174,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,Arthur Walden,,s.n.,2/21/48,,1948,2,21,52,,,,,,Wild Radish.,,,,,,,,,flowers & fruits,Introduced,,,,,herbarium sheet,,,,,,United States,California,Ventura,,"4' north of Foothill Rd., 3 miles west of Santa Paula.",,0,,34.33462,-119.13959,WGS84,402,Rancho Santa Ana: 2007-2009 CCH GBIF georeferencing grant,,CCH GBIF georeference,,Mon Dec 26 13:37:13 2011; georef from 2006-2015 archive backup file,,,,,,200ft.,,,cataloged date: 2001-01-17,ee74db64-f6e9-4378-b14f-8d576717418e,17,a7123a37-f91a-4800-888c-73dc3ac94c35,https://www.cch2.org/portal/collections/individual/index.php?occid=1213435
1368003,DAV,,,PreservedSpecimen,03ce433e-1cd3-4529-a731-bd1f876f21fd,DAV310415,Accession #: DAV9503,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,W. A. Harvey,J. M. Tucker,1698,6/28/48,,1948,6,28,180,,28-Jun-48,Access Database Number (Deprecated): UCD115178,Weed in flax field. Growing on ridge.,,,,,,,,,,,,,,,,,,,,,,,United States,California,San Mateo,,San Mateo County: 3 miles north of Pescadero.,,0,,,,,,,,,,,,,,,,,,,,UCD115178,39,03ce433e-1cd3-4529-a731-bd1f876f21fd,https://www.cch2.org/portal/collections/individual/index.php?occid=1368003
1368052,DAV,,,PreservedSpecimen,84421ddd-3b36-4019-b725-16457dd13057,DAV310403,Accession #: DAV9821,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,M. R. Wanzer,,13,5/6/48,,1948,5,6,127,,6-May-48,Access Database Number (Deprecated): UCD115232,Moist soil near creek; in full sun.,,Corolla white to purple.,,,,,,,,,,,,,,,,,,,,,United States,California,Napa,,"Napa County: Putah Canyon, 8.5 miles west of Winters.",,0,,,,,,,,,,,,,,,,,,,,UCD115232,39,84421ddd-3b36-4019-b725-16457dd13057,https://www.cch2.org/portal/collections/individual/index.php?occid=1368052
1368034,DAV,,,PreservedSpecimen,d644b799-6847-48b4-901f-6f55cd80d5b4,DAV310404,Accession #: DAV10202,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,H. Popenoe,,6,4/17/49,,1949,4,17,107,,17-Apr-49,Access Database Number (Deprecated): UCD115213,Growing in sandy loam.,,White flowers.,,,,,,,,,,,,,,,,,,,,,United States,California,Napa,,Napa County: along Putah Creek.,,0,,,,,,,,,,,,,,,,,,,,UCD115213,39,d644b799-6847-48b4-901f-6f55cd80d5b4,https://www.cch2.org/portal/collections/individual/index.php?occid=1368034
2291878,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:74283,74283,urn:catalog:CAS:BOT:490962,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,Ihsan A. Al-Shehbaz,2010-01,,,,,,"Gallup, A. H.",,s.n.,3/17/49,,1949,3,17,76,,3/17/49,Common. Native of Eurasia.,In open places.,,,,,,,,,,,,,,,,,,,North America,,,,United States,California,Los Angeles County,,"Near north-central portion of the property, LASCA.",,0,,,,,,,,,,,,,,,,,,en,,urn:catalog:CAS:BOT-BC:74283,1,0df0bd87-12a9-4682-9a22-1cceb6d7c7b4,https://www.cch2.org/portal/collections/individual/index.php?occid=2291878
2315912,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:74347,74347,urn:catalog:CAS:DS:593633,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,Ihsan A. Al-Shehbaz,2010-01,,,,,,"Thomas, J. H.",,206,3/31/49,,1949,3,31,90,,31-Mar-49,,,,,,,,,,,,,,,,,,,,,North America,,,,United States,California,Santa Clara County,,Stanford University Campus.,,0,,,,,,,,,,,,,,,,,,en,,urn:catalog:CAS:BOT-BC:74347,1,669b7351-91f0-495a-84a1-11bba03f90b9,https://www.cch2.org/portal/collections/individual/index.php?occid=2315912
2390070,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:74348,74348,urn:catalog:CAS:DS:593632,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,Ihsan A. Al-Shehbaz,2010-01,,,,,,"Thomas, J. H.",,221,4/2/49,,1949,4,2,92,,2-Apr-49,Weeds.,,,,,,,,,,,,,,,,,,,,North America,,,,United States,California,Santa Clara County,,In Palo Alto.,,0,,,,,,,,,,,,,,,,,,en,,urn:catalog:CAS:BOT-BC:74348,1,c232140f-c9d7-4fcb-b8e0-1b5f33b41b66,https://www.cch2.org/portal/collections/individual/index.php?occid=2390070
2292239,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:74194,74194,urn:catalog:CAS:BOT:531046,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,Species,Ihsan A. Al-Shehbaz,2010-01,,,,,,"Merkel, Terrence J.",,41,5/20/50,,1950,5,20,140,,20-May-50,"Erect, herbage hispid, base of stem purple. Corolla white.","Sand dunes. Associated plant - Malva borealis, Lupinus arboreus, Eschscholtzia californica.",,,,,,,,,,,,,,,,,,,North America,,,,United States,California,San Francisco County,,"West side of Lone Mountain, San Francisco.",,0,,,,,,,,,,,91,,,,,300.0000000000 ft,,en,,urn:catalog:CAS:BOT-BC:74194,1,afe78eb9-d3cb-41e2-9565-07e12ae3c604,https://www.cch2.org/portal/collections/individual/index.php?occid=2292239
2450089,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:74197,74197,urn:catalog:CAS:DS:380398,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,29701,L.,Raphanus,,raphanistrum,,,Species,Ihsan A. Al-Shehbaz,2010-01,,,,,,"Thomas, J. H.",,1984,6/10/50,,1950,6,10,161,,10-Jun-50,,At edge of cultivated field.,,,,,,,,,,,,,,,,,,,North America,,,,United States,California,Santa Cruz County,,"North end of Cliff Drive, Santa Cruz.",,0,,,,,,,,,,,,,,,,,,en,,urn:catalog:CAS:BOT-BC:74197,1,b415a381-c2ad-4e45-9561-19e4282550ca,https://www.cch2.org/portal/collections/individual/index.php?occid=2450089
765477,RSA,RSA,,PreservedSpecimen,3c9b4340-f7f2-4619-9794-929b58ccc92f,,RSA accession: 128343,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,P. H. Raven,,2581,7/12/50,,1950,7,12,193,,,,,,Oceanic situations.,,,,,,,,,flowers & fruits,Introduced,,,,,herbarium sheet,,,,,,United States,California,Monterey,,Carmel.,,0,,36.63385,-121.93829,WGS84,265,UCSanta Cruz H,,GoogleMaps via BerkeleyMapper (copied from GH355661),,Fri May 24 16:06:54 2013; georef from 2006-2015 archive backup file,,,,,,,,,Jackie C. McConnaughy; cataloged date: 2012-04-13,3c9b4340-f7f2-4619-9794-929b58ccc92f,17,7d7e81c4-8357-45eb-bca9-fb723be64713,https://www.cch2.org/portal/collections/individual/index.php?occid=765477
1116413,RSA,RSA,,PreservedSpecimen,c01449a5-54f3-4551-a5c4-247d1d87a3d4,,RSA accession: 187274,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,John H. Thomas,,1361A,3/27/50,,1950,3,27,86,,,,,,"Plants 3-4 ft tall. Flowers white, sepals glabrous, or at least not hispid.",,,,,,herbariumSpecimenDuplicate: https://www.cch2.org/portal/collections/individual/index.php?guid=urn:catalog:CAS:BOT-BC:74354,,,flowers,Introduced,,,,,herbarium sheet,,,,,,United States,California,Santa Cruz,,Davenport Landing.,,0,,37.025,-122.2166667,,,,,,,,,,,,,,,,Jackie C. McConnaughy; cataloged date: 2012-04-17,c01449a5-54f3-4551-a5c4-247d1d87a3d4,17,032f9781-019f-4a72-a81c-14d094f6eeca,https://www.cch2.org/portal/collections/individual/index.php?occid=1116413
1368043,DAV,,,PreservedSpecimen,UCD115222,DAV310390,Accession #: DAV29667,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,,,,,,,,John H. Thomas,,1419,3/30/50,,1950,3,30,89,,30-Mar-50,Access Database Number (Deprecated): UCD115222,Growing in vacant lot.,,Petals yellow. Common locally.,,,,,,herbariumSpecimenDuplicate: https://www.cch2.org/portal/collections/individual/index.php?guid=urn:catalog:CAS:BOT-BC:74356,,,,,,,,,,,,,,,United States,California,Santa Cruz,,Santa Cruz County: city of Capitola.,,0,,36.97753,-121.95459,WGS84,2267,UCSanta Cruz C,,GoogleMaps via BerkeleyMapper (copied from DS142593),,Date Georeferenced: Sun May 5 12:55:34 2013,,,,,,,,,tcbarry,UCD115222,39,199e3980-023e-42a8-bb6f-e8a9d7d170c1,https://www.cch2.org/portal/collections/individual/index.php?occid=1368043
2270810,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:74353,74353,urn:catalog:CAS:DS:593630,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,Ihsan A. Al-Shehbaz,2010-01,,,,,,"Thomas, J. H.",,1361,3/27/50,,1950,3,27,86,,"Mar. 27, 1950","Weeds. Plants 1-2 feet tall, flowers blue and white.",,,,,,,,,,,,,,,,,,,,North America,,,,United States,California,Santa Cruz County,,Davenport Landing.,,0,,37.025,-122.2166667,,,,,,,,,,,,,,,en,,urn:catalog:CAS:BOT-BC:74353,1,60d65e25-5bda-4e43-b780-cc8085141225,https://www.cch2.org/portal/collections/individual/index.php?occid=2270810
2334980,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:74356,74356,urn:catalog:CAS:DS:593629,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,Ihsan A. Al-Shehbaz,2010-01,,,,,,"Thomas, John H.",,1419,3/30/50,,1950,3,30,89,,30-Mar-50,Petals yellow. Common locally.,,,,,,,,,herbariumSpecimenDuplicate: https://www.cch2.org/portal/collections/individual/index.php?guid=UCD115222,,,,,,,,,,,North America,,,,United States,California,Santa Cruz County,,Vacant lot at Capitola.,,0,,,,,,,,,,,,,,,,,,en,,urn:catalog:CAS:BOT-BC:74356,1,4b2a13aa-37fd-4ad1-a13c-250319141c12,https://www.cch2.org/portal/collections/individual/index.php?occid=2334980
2385707,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:74355,74355,urn:catalog:CAS:DS:415797,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,29702,L.,Raphanus,,sativus,,,Species,Ihsan A. Al-Shehbaz,2010-01,,,,,,"Thomas, J. H.",,1361B,3/27/50,,1950,3,27,86,,"Mar. 27, 1950","Flowers light blue to pink, sepals hispid. Plants 3-4 feet tall.",,,,,,,,,,,,,,,,,,,,North America,,,,United States,California,Santa Cruz County,,Davenport Landing.,,0,,37.025,-122.2166667,,,,,,,,,,,,,,,en,,urn:catalog:CAS:BOT-BC:74355,1,92f9265f-51af-4832-882f-0a4a33dfa625,https://www.cch2.org/portal/collections/individual/index.php?occid=2385707
