Lab_ID,CCH2_ID,Herbarium_ID,year,tiss_wt.mg,tiss_type,tissue_notes,Qbit_ng/ul,Nano_ng/ul,260/280,260/230,Nano_curve,gel?,gel_notes,other_notes,date_extracted,usable?,importance,priority,RNA_Qubit,
25_171,5504856,684493,1962,8.2,md/lg ax bud,"2 md, 1lg ax bud",8.56,61.3,2,1.83,,,,"saved tissue, accurate weight",251215,,,,,
25_172,3498289,JEPS8424,1951,13.5,md/lg ax bud & lil leaves,"2 md, 1lg ax bud",14.7,41.8,1.88,1.71,,,,"saved tissue, accurate weight",251215,,,,,
25_173,468984,SD00062713,1927,7.5,terminal buds,~4 term clusters,0.09,63,1.37,0.78,,,,"saved tissue, accurate weight",251215,,,,,
25_174,2363992,74220,1916,~4,term buds,~2 term clusters,0.642,18.5,1.7,1,,,,"saved tissue, inaccurate weight",251215,,,,,
25_175,2294495,74302,1910,6.1,mg/lg ax buds,2 md/lg ax buds,0.455,13.3,1.63,1.06,,,,"saved tissue, accurate weight",251215,,,,,
25_176,2300919,74309,1907,6,term bud clusters,3 sm term clust,0.73,6.1,1.38,0.72,,,,"saved tissue, accurate weight",251215,,,,,
25_177,2340225,74344,1907,4.3,sm/md ax buds,2 sm 2 md ax bud,1.89,15.1,1.86,1.37,,,,"saved tissue, accurate weight",251215,,,,,
25_178,2440540,74278,1902,0.9,sm ax bud,2 sm ax buds,0.059,3.7,1.94,0.98,,,,"no saved tissue, accurate weight",251215,n,,,,
25_179,2453178,74219,1900,3,"sm ax bud, lil leaf","2 sm ax. buds, 1 lil lf",0.776,8.4,1.64,1.3,,,,"saved tissue, accurate weight",251215,,,,,
25_180,3334730,UC650429,1930,7.3,md ax bud,2 md ax buds,"Note: Lab Notebook has rows crossed out, notes say broken tube pg 37, date is 251216",,,,,,,"saved tissue, accurate weight",251215,,,,,
25_181,468988,SD00062800,1931,4.6,sm ax bud,~5 sm ax buds,"Note: Lab Notebook has rows crossed out, notes say broken tube pg 37, date is 251216",,,,,,,"saved tissue, accurate weight",251215,,,,,
25_182,468975,SD00062674,1936,~2,sm ax bud,~3 sm ax buds,0.285,4.1,1.56,1.13,,,,"no saved tissue, inaccurate weight",251215,,,,,
25_183,468980,SD00062677,1937,7.6,"sm ax bud, md buds","3 sm ax buds, lil lf",0.226,5.3,1.41,0.75,,,,"no saved tissue, accurate weight",251215,,,,,
25_184,468985,SD00062743,1940,2.6,sm/md ax buds,1 md 3 sm ax buds,1.42,9.2,1.75,1.65,,,,"saved tissue, accurate weight",251215,,,,,
25_185,3414522,JEPS45441,1961,~2.5,sm ax buds,~3 sm ax buds,17.8,41.6,1.93,2.01,,,,"no saved tissue, inaccurate weight",251215,,,,,
25_186,304554,UCSB031998,1953,3.2,fl buds,multiple sm fl buds,0.298,5.5,1.61,0.81,,,,"no saved tissue, accurate weight",251215,,,,,
25_187,5872887,CHSC126713,1968,~4,"sm ax bud, lil lvs","3 ms ax buds, 2 lil lvs",19.6,36.1,1.77,1.55,,,,"no saved tissue, inaccurate weight",251215,,,,,
25_188,2322749,74237,1982,~8,sm/lg ax bud,"2 sm, 1 lg ax bud",66.1,92.9,1.83,2.34,,,,"no saved tissue, inaccurate weight",251215,,,,,
25_189,3278418,JEPS88506,1996,~12,sm/md ax buds,7 ax buds,39.2,52.3,1.84,2.16,,,,"no saved tissue, inaccurate weight",251215,,,,,
25_190,1337204,DAV300671,2002,~2,sm ax bud lil lvs,"1? sm ax bud, 2 tiny lvs",28.8,31.6,1.88,2.25,,,,"no saved tissue, inaccurate weight",251215,,,,,
25_191,6053255,DAV245704,2024,~10,term bud clust,2 term buds,70.76,231.7,1.96,2.19,,,,"no saved tissue, inaccurate weight",251219,,not precious,,,
25_192,1459128,UCR0083336,1988,~14,md ax bud,3 md ax bud,97.8,12.9,1.81,2,,,,"no saved tissue, inaccurate weight",251219,,not precious,,,
25_193,2336172,74305,1907,9,"lf, term bd clust","1 md lf, 1 term, 2 ax? ",0.897,10.6,1.39,1,,,,"no saved tissue, accurate weight",251219,,somewhat precious,,,
25_194,2390205,74346,1907,2.7,"sm ax, term","3 tiny ax, 1 sm term",1.52,13.8,1.57,1.06,,y,,"no saved tissue, accurate weight",251219,,somewhat precious,,,
25_195,2328808,74301,1910,8.2,"sm ax, lil lf","3 ax bd, 1 lil lf",1.26,16,1.64,1.51,,,,"no saved tissue, accurate weight",251219,,not v precious,,,
25_196,2465731,74262,1914,8.2," sm ax, term","2 term, 1 sm ax",1.17,7.6,1.45,1.35,,y,,"no saved tissue, accurate weight",251219,,somewhat precious,,,
25_197,468984,SD00062713,1927,~6,fl buds,multiple sm fl buds,0.312,7,1.36,1.42,,,,"retry; no saved tissue, inaccurate weight",251219,,,,,
25_198,141265,SBBG213823,1927,~4,"sm ax bd, lil lf, term","4 sm ax bd, 1 lil lf, 1 term",0.448,7.4,1.84,1.63,,,,"saved one huge fl bud, but inacc weight ",251219,,precious,,,
25_199,3792196,FSC0010481,1929,11.3,term bd clust,4 term clust,0.343,5.6,1.5,2.63,,,,"saved tissue, accurate weight",251219,,not v precious,,,
25_200,2408641,74267,1930,21,term bd clust,3 term clust,0.092,6.5,1.34,0.84,,,,"no saved tissue, accurate weight",251219,n,somewhat precious,,,
25_201,468988,SD00062800,1931,~15,"md ax bd, lf","1 md ax bd, 1 md lf",1.36,12.7,1.59,2.01,,,,"retry; no saved tissue, accurate weight",251219,,,,,
25_202,468995,SD00062714,1932,2.6,sm ax bd,6 sm ax bd,1.06,11.1,1.74,2.1,,,,"saved tissue, accurate weight",251219,,somewhat precious,,,
25_203,3262100,UC765025,1935,~20,sm/md ax bd,"3 sm, 1 md ax bud",5.64,31.3,1.83,2.59,,,,"no saved tissue, inaccurate weight",251219,,not v precious,,,
25_204,468974,SD00062679,1936,~6,sm/md ax bd,"1 sm, 1 md ax bd",0.196,8.8,1.47,1.02,,,,"no saved tissue, inaccurate weight",251219,,not precious,,,
25_205,468979,SD00061956,1937,~6,"sm/md ax bd, term","3 sm/md ax bud, 1 term",0.938,10.7,1.7,1.79,,,,"no saved tissue, inaccurate weight",251219,,not precious,,,
25_206,304556,UCSB032011,1945,2.2,fl buds,multiple sm fl buds,0.054,6,1.34,0.75,,,,"no saved tissue, accurate weight",251219,n,,,,
25_207,2334980,74356,1950,15.2,"sm ax bd, term","4 sm ax, 4 term",3.29,22.2,1.79,1.96,,,,"no saved tissue, accurate weight",251219,,not v precious,,,
25_208,304597,UCSB032064,1954,3.5,fl buds,multiple sm fl buds,LOW,5.4,1.49,1.17,,,,"no saved tissue, accurate weight",251219,n,"somewhat precious, likely to fail bc just buds",,,
25_209,2039506,CHSC026459,1971,~20,"md ax bud, lg multibud","1 md ax bd, 1 lg multibud",77.4,232.6,1.94,2.29,,,,"Big bud clust WITH some stem; no saved tissue, inaccurate weight",251219,,not v precious,,,
25_210,2056948,CHSC046484,1977,~12,lg multibud,1 lg multibud,74,161.4,1.84,2.43,,,,"Big bud clust WITH some stem; no saved tissue, inaccurate weight",251219,,not v precious,,,
25_211,4064454,UCSC100000696,1983,7.4,"sm/md ax buds, lil lf","at least 3 ax bds, lil lf",41.6,63.6,1.84,2.04,,,,"no saved tissue, accurate weight",251219,,not v precious,,,
25_212,232773,UCSC100000691,1993,1.5,sm ax bd,2-3 sm ax bd,48.1,65.8,1.86,2.19,,,,"no saved tissue, accurate weight",251219,,somewhat precious,,,
25_213,1474360,UCR0083338,1997,~7,md ax bud,3 md ax bd,137,49,1.84,2.27,,,,"no saved tissue, inaccurate weight",251219,,not v precious,,,
25_214,1671160,UCR0083398,2014,4.8,md ax bud,2 md ax bd,71.4,121.8,1.84,2.05,,,,"saved tissue, accurate weight",251219,,not v precious,,,
26_001,3776588,DAV328011,1997,13,"sm/lg ax bd, lf","2 sm 1 lg ax, 2 lil lvs",80.4,104.6,1.79,2.15,,,,"no saved tissue, accurate weight",260106,,,,,
26_002,1667960,UCR0083377,2013,~13,md ax bud,"4 md ax, 1 lil lf",235,249.4,1.85,2.2,,,,"no saved tissue, inaccurate weight",260106,,,,,
26_003A,3382838,UC56903,1902,5.5,"bd clusters, lf","4 bud clust, 1 lf bit",0.54,6.5,1.65,1.73,,,,"likely glue on tissue; no saved tissue, accurate weight",260106,,precious,,,
26_003B,3382838,UC56903,1902,5.5,"bd clusters, lf","4 bud clust, 1 lf bit",0.61,7.68,1.47,1.55,,,,,260106,,,,,
26_004A,4892287,US 880131,1913,0.3,"unclear, ax bud?",1 ax bd??,7.19,15.6,1.79,3.02,,y,,"no saved tissue, accurate weight",260106,,precious,,,
26_004B,4892287,US 880131,1913,0.3,"unclear, ax bud?",1 ax bd??,7,16.3,1.74,2.43,,y,,,260106,,,,,
26_005A,2398571,74207,1920,~13,sm-lg ax bd,"3, 1 sm/md/lgish",3.18,25.4,1.71,1.26,,y,,"no saved tissue, inaccurate weight",260106,,somewhat precious,,,
26_005B,2398571,74207,1920,~13,sm-lg ax bd,"3, 1 sm/md/lgish",3.15,22.4,1.72,1.59,,y,,,260106,,,,,
26_006,2395018,74260,1924,~8,"md ax bd, lil lvs",4 md ax bd w lf,8.17,11,1.54,1.16,,,,"no saved tissue, inaccurate weight",260106,,somewhat precious,,,
26_007,3499442,JEPS53815,1927,~10,"bd clusters, lf","7 bd clust, lil lf",0.298,12.4,1.47,0.99,,,,"no saved tissue, inaccurate weight",260106,,somewhat precious,,,
26_008,3792158,FSC0010443,1929,~8,"md ax bd, lf","4 md ax bud, 1 lil lf",0.74,7.3,1.64,-74.67,,,,"no saved tissue, inaccurate weight",260106,,somewhat precious,,,
26_009,1368001,DAV310417,1932,~9,"md ax bd, lf","4 md ax bud, 1 lil lf",40.5,79.8,1.83,2.51,,,,"no saved tissue, inaccurate weight",260106,,somewhat precious,,,
26_010,468997,SD00062792,1932,~7,"term bd, md ax buds",1 term 4 md ax,0.129,7.1,1.2,1.02,,,,"no saved tissue, inaccurate weight",260106,,somewhat precious,,,
26_011,468983,SD00062670,1938,~1,sm ax bd,4 sm ax bd,0.937,6.6,1.73,-8.11,,,,"no saved tissue, inaccurate weight",260106,,not v precious,,,
26_012,468987,SD00062668,1940,~1,sm ax bd,4 sm ax bd,10.4,22.5,1.85,3,,,,"no saved tissue, inaccurate weight",260106,,not v precious,,,
26_013,1368006,DAV310423,1914,~7,"sm ax, term, lf","2 sm ax bd, 1 term, 2 lil lf",17.8,36.6,1.74,2.03,,,,"NOTE: orignially supposed to be DAV310432, but 99.9% sure this is actually DAV310423 (from 1914 not 1941). It is definitely NOT DAV310432, as all tissue was left when found that tube (and did find that tube whereas would have been tossed bc used all -> no saved tissue, inaccurate weight); could not find tube for 310423 even though SHOULD have been able to find it in the extra tissue box bc had failed extraction attempt with saved tissue. ALso, had 6 ax buds and lil leaf to start, failed with 3, then did this w 3 and leaf, so fits amount of tissue collected! Also, ID HAD to be very close because checked against sheet as I went and labeled existing tube w/ additional number. ",260106,,somewhat precious,,,
26_014,2291878,74283,1949,3.6,sm/md ax bd,2 sm 1 md ax bd,2.15,16.6,1.77,3.62,,,,"no saved tissue, accurate weight",260106,,not v precious,,,
26_015,304567,UCSB032031,1955,5.5,fl buds,many sm buds,0.263,7.5,1.35,1.17,,,,"no saved tissue, accurate weight",260106,,"precious, likely to fail bc just buds",,,
26_016,2456431,74282,1959,2.8,sm/md ax bd,3 sm/md ax buds,1.71,13.3,1.79,3.43,,,,"no saved tissue, accurate weight",260106,,precious,,,
26_017,2424544,74190,1964,15,"md ax, term","1 term, 1 md ax",41.3,80.2,1.74,1.36,,,,"no saved tissue, inaccurate weight",260106,,somewhat precious,,,
26_018,469006,SD00062664,1971,~5,"sm/md ax bd, lf","4 sm 1 md ax bd, 2 lil lf",2.96,14.9,1.54,1.78,,,,"no saved tissue, inaccurate weight",260106,,precious,,,
26_019,2315373,74238,1981,~18,"md ax, lg mulitbud term","2 md ax, lg term",14.8,37.5,1.81,2.34,,,,,260106,,precious,,,
26_020,2049555,CHSC038052,1983,~6,"sm ax, lf","3 sm ax, 1 lil lf",15.3,33.4,1.88,2.51,,,,,260106,,,,,
26_021,469013,SD00062665,1984,~8,sm ax bd,4 sm ax bd,11.1,23.2,1.76,2.64,,,,,260106,,precious,,,
26_022A,3322372,UC64347,1901,8,"ax bd, lf",2 ax 1 lf,0.223,5.3,1.43,-2.58,,,,"no saved tissue, accurate weight",260109,,,,,
26_022B,3322372,UC64347,1901,9,"ax bd, lf",2 ax 1 lf,1.71,11.2,1.66,5.06,,,,"no saved tissue, accurate weight",260109,,,,,
26_023A,2044164,CHSC031957,1979,7,ax bd,3 ax,90.8,131.6,1.82,2.59,,,,"no saved tissue, accurate weight",260109,,,,,
26_023B,2044164,CHSC031957,1979,6,ax bd,3 ax,95.2,562.4,2.1,2.43,,,,"no saved tissue, accurate weight",260109,,,,,
26_024,1368029,DAV310407,1914,9,ax/term ,"3 ax, 2 term",32.4,80.9,1.92,2.73,,,,"no saved tissue, accurate weight",260109,,,,,
26_025,2061482,CHSC000533,1935,9,"ax bd, lf","3 ax, 1 lf",49.6,575.9,2.13,2.39,,,,"no saved tissue, accurate weight",260109,,,,,
26_026A,469010,SD00062563,1941,10,"ax bd, lf","4 ax, 2 lf",0.777,7.8,1.48,2.88,,,,"no saved tissue, accurate weight",260109,,,,,
26_026B,469010,SD00062563,1941,11,"ax bd, lf","4 ax, 2 lf",0.36,5.6,1.64,-7.38,,,,"no saved tissue, accurate weight",260109,,,,,
26_027,5001849,US 765571,1913,10,ax bd,2 ax bd,23.2,136,2.03,2.4,,,,"no saved tissue, accurate weight",260109,,,,,
26_028,2368640,74209,1920,~15,ax,3? ax,25.2,493.9,2.15,2.42,,,,"no saved tissue, inaccurate weight",260109,,,,,
26_029,2386302,74329,1927,16,term cluster,3 term,0.784,8.1,1.5,2.52,,,,"no saved tissue, accurate weight",260109,,,,,
26_030,304543,UCSB032009,1948,10,fl buds,mult. fl bds,0.537,9.2,1.35,1.61,,,,"no saved tissue, accurate weight",260109,,,,,
26_031,2378585,74277,1961,24,ax/term,"2 ax, 1 term",3.27,27.4,1.52,1.11,,,,"no saved tissue, accurate weight",260109,,,,,
26_032,2034914,CHSC021252,1975,11.6,"ax, lf","2 ax, 1 lf",4.05,18.8,1.73,3.4,,,,"no saved tissue, accurate weight",260109,,,,,
26_033,2057404,CHSC047040,1985,~14,lg multibud,2 lg multibud,86.7,125.2,1.81,2.19,,,,"ground in prior round and saved in freezer; no saved tissue, inaccurate weight",260109,,precious,,,
26_034,3503027,UC1584034,1991,~10,md ax bd,3 md ax bd,118,1311.4,2.12,2.4,,,,"ground in prior round and saved in freezer; no saved tissue, inaccurate weight",260109,,not v precious,,,
26_035,2439512,74266,1973,1.2,ax bd,3 ax,5.26,22.8,1.79,2.64,,,,"no saved tissue, accurate weight",260109,,,,,
26_036,469072,SD00062796,1990,~3,"sm ax bd, lf","2 sm ax, 1 lf",6.57,28.8,1.75,2.22,,,,"ground in prior round and saved in freezer; no saved tissue, inaccurate weight",260109,,somewhat precious,,,
26_037,2390281,74318,1964,6.3,"ax bd, lf","1 ax bd, 2 lf",44.6,210.7,2.07,2.59,,,,"saved tissue, accurate weight",260114,,,,,
26_038,2422811,74227,1966,5,ax bd,2 ax bd,11.6,151.4,2.1,2.45,,,,"saved tissue, accurate weight",260114,,,,,
26_039,3317219,JEPS53816,1901,5.3,ax bd,2 ax bd,0.291,7,2.03,-1.82,,,,"saved tissue, accurate weight",260114,,,,,
26_040,3245328,UC117496,1902,~5,term,1 term,0.36,5.4,2.18,-1.05,,,,"no saved tissue, inaccurate weight",260114,,,,,
26_041,2271679,74261,1902,5.3,"ax bd, lf","1 ax bd, 1 lf",2.35,16.7,1.83,19.85,,,,"saved tissue, accurate weight",260114,,,,,
26_042,3430357,UC203587,1914,~6,term,1 term,1.17,14.3,1.79,3.52,,,,"no saved tissue, inaccurate weight",260114,,,,,
26_043,2457381,74311,1914,6.5,"ax bd, lf","2 ax bd, 1 little lf",0.649,11.4,1.67,2.2,,,,"saved tissue, accurate weight",260114,,,,,
26_044,3379131,UC1126745,1934,~5,ax bd,4 ax bd,8.18,48.4,2.01,3.14,,,,"no saved tissue, inaccurate weight",260114,,,,,
26_045,1368002,DAV310416,1929,~6,ax bd,8 ax bd,131,885.5,2.09,2.45,,,,"no saved tissue, inaccurate weight",260114,,,,,
26_046,468993,SD00062793,1933,~7,ax bd,3 ax bd,0.39,6,1.51,-1.8,,,,"no saved tissue, inaccurate weight",260114,,,,,
26_047,3335398,UC765016,1935,7.1,ax bd,2 ax bd,1.2,20.6,1.89,8.86,,,,"saved tissue, accurate weight",260114,,,,,
26_048,3310288,UC606739,1936,~6,ax bd,2 ax bd,17.5,225.9,2.09,2.32,,,,"no saved tissue, inaccurate weight",260114,,,,,
26_049,3523645,JEPS53814,1936,6,ax bd,2 ax bd,0.295,6.5,1.53,-1.97,,,,"saved tissue, accurate weight",260114,,,,,
26_050,2405523,74175,1937,~5,ax bd,3 ax bd,52.2,69.5,1.8,2.81,,,,"saved tissue, accurate weight",260114,,,,,
26_051,1368036,DAV310432,1941,~6,"ax bd, lf","2 ax bd, 2 little lf, 1 bud cluster",33.9,134.5,2.02,2.71,,,,"no saved tissue, inaccurate weight",260114,,,,,
26_052,1367984,DAV300681,1942,~6,"ax bd, lf","4 ax bd, 2 lf",21.8,92,1.99,2.48,,,,"no saved tissue, inaccurate weight",260114,,,,,
26_053,2292239,74194,1950,5.6,ax bd,2 ax bd,60.7,455.7,2.11,2.43,,,,"saved tissue, accurate weight",260114,,,,,
26_054,2390070,74348,1949,8.8,"ax bd, lf","3 ax bd, 1 little lf",27.8,201.1,2.07,2.61,,,,"saved tissue, accurate weight",260114,,,,,
26_055,375714,SDSU01237,1951,7.1,ax bd,3 ax bd,0.799,16,1.9,-8.98,,,,"saved tissue, accurate weight",260114,,,,,
26_056,2311342,74195,1952,5.2,ax bd,4 ax bd,12.3,157.1,2.11,2.65,,,,"saved tissue, accurate weight",260114,,,,,
26_057,2324050,74181,1954,~5,term,1 term,0.532,10.2,2.1,-1.89,,,,"no saved tissue, inaccurate weight",260114,,,,,
26_058,2342396,74312,1920,4.8,ax bd,2 ax bd,2.3,58.9,2.05,2.7,,,,"saved tissue, accurate weight",260114,,,,,
26_059,4745859,77913,1959,5.2,ax bd,3 ax bd,182,345.6,2,2.52,,,,"saved tissue, accurate weight",260114,,,,,
26_060,2388759,74306,1963,7.5,"ax bd, lf","2 ax bd, 1 little lf",7.77,169.3,2.12,2.69,,,,"saved tissue, accurate weight",260114,,,,,
26_061,2061760,CHSC000537,1965,~2,ax bd,3 ax bd,19.3,27,1.84,2.6,,,,"no saved tissue, inaccurate weight",260120,,,,,
26_062,2030475,CHSC010657,1966,~3,ax bd,2 ax bd,10.7,18.4,1.81,2.83,,,,"no saved tissue, inaccurate weight",260120,,,,,
26_063,3452051,UC10775,1900,~3,"ax bd, term","1 ax bd, 1 term",2.33,20.4,1.75,1.9,,,,"no saved tissue, inaccurate weight",260120,,,,,
26_064,4830361,US 874348,1906,1.3,fl bd,4 fl bd,0.219,4.6,1.39,1.28,,,,"no saved tissue, accurate weight",260120,m,,,,
26_065,3290499,JEPS53817,1908,1.6,2 ax bd,2 ax bd,0.143,5.7,1.57,1.19,,,,"saved tissue, accurate weight",260120,n - retry,,,,
26_066,2426166,74363,1912,2.9,"ax bd, lf","2 ax bd, lf bit",2.01,42.7,1.99,2.03,,,,"saved tissue, accurate weight",260120,,,,,
26_067,2312024,74263,1914,1.4,ax bd,3 ax bd,1.22,18.2,1.83,2.02,,,,"no saved tissue, accurate weight",260120,,,,,
26_068,469011,SD00062802,1915,3.4,ax bd,4 ax bd,2.34,27.6,1.87,2.54,,,,"no saved tissue, accurate weight",260120,,,,,
26_069,1367990,DAV300673,1917,1.5,ax bd,4 ax bd,32.3,54.5,1.85,2.14,,,,"saved tissue, accurate weight",260120,,,,,
26_070,2331781,74362,1921,2.3,"ax bd, term","1 ax, 1 term",0.328,7.4,1.68,2.06,,,,"saved tissue, accurate weight",260120,retry? - tape station first,,,,
26_071,2413972,74264,1923,2.7,"term, lf","1 term bd, 1 little lf",0.839,19.1,1.82,1.87,,,,"saved tissue, accurate weight",260120,,,,,
26_072,2311023,74259,1925,1.8,ax bd,2 ax bd,1.73,18,1.79,2.04,,,,"saved tissue, accurate weight",260120,,,,,
26_073,83203,SBBG213838,1928,2.4,"ax bd, little lf","4 ax bd, 1 little lf",4.69,35.9,1.92,2.18,,,,"no saved tissue, accurate weight",260120,,,,,
26_074,1368057,DAV310399,1930,2.3,term,2 term,0.362,7,1.63,1.87,,,,"saved tissue, accurate weight",260120,,,,,
26_075,468992,SD00062717,1935,~2,"ax bd, term","3 ax bd, 3 term",0.75,8.2,1.63,2.02,,,,"no saved tissue, inaccurate weight",260120,,,,,
26_076,469012,SD00062667,1944,4,ax bd,2 ax bd,0.162,6.4,1.58,1.72,,,,"saved tissue, accurate weight",260120,,,,,
26_077,2324177,74208,1946,4.1,"ax bd, lf","2 ax bd, 1 little lf",4.95,52.7,1.98,2.28,,,,"no saved tissue, accurate weight",260120,,,,,
26_078,47113,SBBG213834,1947,2.4,ax bd,2 ax bd,0.164,17.5,1.73,2.57,,,,"saved tissue, accurate weight",260120,,,,,
26_079,5504845,684482,1952,1.3,"ax bd, term","1 ax bd, 1 term",0.358,7.6,1.5,1.62,,,,"saved tissue, accurate weight",260120,,,,,
26_080,2380407,74360,1954,2,ax bd,2 ax bd,27.4,50.7,1.82,2.3,,,,"saved tissue, accurate weight",260120,,,,,
26_081,2358623,74178,1958,3.9,ax bd,4 ax bd,21.9,54.7,1.88,2.31,,,,"saved tissue, accurate weight",260120,,,,,
26_082,375692,SDSU01215,1963,~1.5,ax bd,3 ax bd,1.72,11.2,1.78,2.07,,,,"no saved tissue, inaccurate weight",260120,,,,,
26_083,5504863,684502,1962,3,ax bd,2 ax bd,1.33,14.7,1.8,3.02,,,,"saved tissue, accurate weight",260120,,,,,
26_084,5504865,684504,1970,~3,ax bd,3 ax bd,14.1,46.7,1.91,2.13,,,,"no saved tissue, inaccurate weight",260120,RNA qubit?,,,,
26_085,236700,UCSC100000689,2012,4.6,fl bd,4 fl bd,x,143.8,2.07,2.46,,,,no saved tissue,,,,,,
26_086,236311,UCSC100000688,2013,~2,fl bd,~5 fl bd,12.9,22.9,1.93,2.07,,,,no saved tissue,,,,,,
26_087,3349335,JEPS127092,2016,~4,ax bd,1 ax bd,x,320.9,2.06,2.39,,,,no saved tissue,,,,,,
26_088,2071112,CHSC065917,1996,~3,ax bd,3 ax bd,13.4,42,1.94,2.22,,,,no saved tissue,,,,,,
26_089,1467990,UCR0083342,1996,7.6,"ax bd, little lf","4 ax bd, 1 little leaf",x,268.9,2.07,2.34,,,,no saved tissue,,,,,,
26_090,1459129,UCR0083371,1986,~7,"ax bd, little lf","3 ax bds, 2 little lf",13.7,43.2,1.93,2.12,,,,no saved tissue,,,,,,
26_091,1493728,UCR0111504,1993,~3,ax bd,4 ax bds,x,64.3,1.9,2.1,,,,no saved tissue,,,,,,
26_092,1443129,UCR0083346,1981,~7,ax bd,3 ax bd,x,49.8,1.86,2.16,,,,no saved tissue,,,,,,
26_093,5504868,684507,1973,5.5,ax bd,4 ax bd,1.49,11.5,1.79,1.4,,,,no saved tissue,,,,,,
26_094,2395241,74351,1974,3.9,ax bd,2 ax bd,x,325,2.08,2.32,,,,"saved tissue, accurate weight",,,,,,
26_095,5504870,684509,1975,3.5,ax bd,2 ax bd,x,51.8,1.97,2.06,,,,"no saved tissue, accurate weight",,,,,,
26_096,5569681,684524,1982,6.7,ax bd,3 ax bd,x,53.7,1.87,2.23,,,,"no saved tissue, accurate weight",,,,,,
26_097,469036,SD00062659,1990,~3,ax bd,3 ax bd,2.64,17.6,1.97,2.42,,,,"no saved tissue, inaccurate weight",,,,,,
26_098,2369553,74236,1985,7,ax bd,3 ax bd,4.74,28,1.87,2.05,,,,"Saved small whole leaf, accurate weight",,,,,,
26_099,1537502,UCR0083394,1994,~9,"ax bd, term bd","3 ax bd, 1 term bd",x,71.1,1.84,2.32,,,,"no saved tissue, inaccurate weight",,,,,,
26_100,3324477,UC2027737,1997,10,ax bd,3 bd clusters,x,64.4,1.83,2.21,,,,"Saved small whole leaf and ax bd, accurate weight",,,,,,
26_101,3544281,UC2028176,1998,2.8,ax bd,4 ax bd,x,100.9,2,2.36,,,,"saved tissue 3 little lf, accurate weight",,,,,,
26_102,4947933,US 3492194,1989,4.5,term bd,1 term bd cluster,x,74.3,1.82,2.37,,,,"saved bd tissue, accurate weight",,,,,,barcode: 3585806
26_103,2404723,74228,1975,8.8,ax bd,3 ax bd,2.02,17.9,1.8,1.98,,,,"saved tissue, accurate weight",,,,,,
26_104,4743360,75601,1993,5.5,ax bd,4 ax bd,x,261.1,1.96,2.42,,,,"no saved tissue, accurate weight",,,,,,
26_105,1660287,UCR0083406,2010,6.5,ax bd,2 ax bd,x,198.2,1.86,2.41,,,,"saved tissue, accurate weight",,,,,,
26_106,1695490,UCR0083350,2011,~7,ax bd,3 ax bd,x,100.7,1.87,2.17,,,,"no save tissue, inaccurate weight",,,,,,
26_107,2890234,SD00021403,2018,7.5,ax bd,2 ax bd,x,145.4,1.85,2.4,,,,"saved tissue, accurate weight",,,,,,
26_108,1368007,DAV310419,2006,13,ax bd,3 ax bd,x,1343.4,2.07,2.41,,,,"saved tissue, accurate weight",,,,,,
26_109,824961,RSA0191206,1998,~15,ax bd,6 ax bd,x,140,1.83,2.52,,,,"no saved tissue, inaccurate weight",,,,,,
26_110,884527,RSA0191152,1973,1.6,ax bd,3 ax bd,3.84,17.6,1.79,2.67,,,,"saved lf tissue, accurate weight",,,,,,
26_111,778436,RSA0023267,1977,3.2,ax bd,3 ax bd,9.56,34,1.82,2.44,,,,"saved lf tissue, accurate weight",,,,,,
26_112,468961,SD00062744,1884,~6,ax bd,3 ax bd,2.02,26.1,1.9,2.7,,,,"saved 1 sm 1 lg ax bd saved, inaccurate weight",,,,,,
26_113,2286564,74343,1897,2.5,ax bd,3 ax bd,0.496,7.7,1.83,32.91,,,,"saved tissue, accurate weight",,,,,,
26_114,2448284,74317,1893,3,ax bd,3 ax bd,0.518,7.2,1.72,4.61,,,,"saved 1 litle leaf and 1 fl bd tissue, accurate weight",,,,,,
26_115,3209072,UC1206452,1897,10.2,ax bd,4 ax bd,0.36,6.3,1.45,3.98,,,,"saved 1 ax bd, fl bd, 1 lf w/ glue, accurate weight",,,,,,
26_116,229779,UCSC100000692,1901,4,ax bd,6 ax bd,0.1,4.3,1.63,7.5,,,,"saved lf and bd tissue may have glue, accurate weight",,,,,,
26_117,3212192,UC56738,1902,4.2,bd cluster,1 bd cluster,0.12,4.7,1.33,4.39,,,,"saved 1 bd cluster, accurate weight",,,,,,
26_118,3542265,UC66740,1904,~15,ax/term,"2 ax bd, 1 term",low,4,1.3,1.1,,,,"no saved tissue, inaccurate weight",,,,,,
26_119,3400958,UC69195,1905,3.3,bd cluster,3 ax bd,0.506,8.1,1.69,4.68,,,,"saved might have glue, accurate weight",,,,,,
26_120,1049760,RSA0191269,1916,5.3,bd cluster,1 bd cluster,0.762,7.2,1.48,7.77,,,,"saved bd cluster, accurate weight",,,,,,
26_121,698690,RSA0191196,1920,~15,ax bd,5 ax bd,,444.8,2.14,2.42,,,,"no saved tissue, inaccurate weight",,,,,,
26_122,906238,RSA0191278,1921,3.2,term bd cluster,3 term bud cluster,0.498,9.2,1.69,4.07,,,,"saved term bud cluster, accurate weight",,,,,,
26_123,1091776,RSA0191194,1921,~20,ax bd,3 ax bd,,399.7,2.1,2.39,,,,"no saved tissue, inaccurate weight",,,,,,
